0.0353215,0.749739,0.0166421,1.5865,0.471222,0.628464,2.26414,4.71222,14.4489,12.2653
0.0684671,0.74922,0.0322505,1.61792,0.471219,0.62812,2.26394,4.71219,15.3092,12.8668
0.0991969,0.748538,0.046715,1.61791,0.471213,0.627456,2.26355,4.71213,15.9785,13.4832
0.135267,0.747216,0.0636601,1.64935,0.471221,0.628426,2.26411,4.71221,16.8707,14.1013
0.166483,0.745819,0.0783014,1.68073,0.471224,0.628609,2.26422,4.71224,17.4847,14.4861
0.198185,0.74418,0.0931498,1.68076,0.471222,0.628167,2.26398,4.71222,18.0435,15.0474
0.234872,0.741771,0.110268,1.71218,0.471219,0.627639,2.26368,4.71219,18.6196,15.3801
0.2658,0.739486,0.12466,1.74359,0.471214,0.628095,2.2639,4.71214,19.0413,15.5468
0.296823,0.736972,0.139061,1.7436,0.471208,0.629417,2.2646,4.71208,19.3053,15.7647
0.344073,0.732504,0.160872,1.77497,0.471222,0.627634,2.26368,4.71222,19.7871,15.9337
0.369779,0.729762,0.17267,1.80645,0.471222,0.627764,2.26376,4.71222,19.8077,15.7201
0.397455,0.726717,0.185351,1.80647,0.471221,0.628307,2.26405,4.71221,19.8851,15.7732
0.434796,0.722111,0.202332,1.83783,0.471228,0.627932,2.26387,4.71228,20.0684,15.6538
0.461797,0.718585,0.214557,1.86925,0.471224,0.628111,2.26396,4.71224,20.0383,15.3626
0.494877,0.714002,0.229456,1.86926,0.471204,0.629137,2.26443,4.71204,20.0298,15.2988
0.534208,0.708071,0.247013,1.90064,0.471218,0.627848,2.26378,4.71218,20.0014,14.8409
0.560099,0.703979,0.258505,1.93211,0.471226,0.627565,2.26366,4.71226,19.7936,14.224
0.595964,0.698004,0.274314,1.93211,0.471226,0.628933,2.26441,4.71226,19.6244,13.9303
0.629291,0.69205,0.288845,1.96347,0.471218,0.628024,2.26388,4.71218,19.5113,13.5001
0.66094,0.686194,0.302559,1.99493,0.471215,0.62763,2.26366,4.71215,19.3397,12.9739
0.695408,0.679511,0.317362,1.99494,0.471225,0.628757,2.26431,4.71225,19.2251,12.7376
0.72909,0.67259,0.331644,2.0263,0.471219,0.628151,2.26396,4.71219,19.0857,12.3616
0.75852,0.666376,0.344041,2.05775,0.471214,0.627836,2.26377,4.71214,19.0126,12.1093
0.795344,0.658257,0.359376,2.05776,0.471218,0.628824,2.26432,4.71218,19.046,12.1895
0.825789,0.651209,0.371871,2.08914,0.471221,0.628463,2.26413,4.71221,18.9932,11.8558
0.858326,0.643507,0.385126,2.12059,0.471225,0.627976,2.26389,4.71225,18.953,11.5811
0.894458,0.634611,0.399643,2.12059,0.471233,0.627839,2.26384,4.71233,19.0168,11.8287
0.925323,0.626694,0.411844,2.152,0.471219,0.628429,2.26411,4.71219,19.0562,11.7567
0.956109,0.618655,0.423918,2.18339,0.471207,0.62882,2.26427,4.71207,19.0725,11.5854
0.994465,0.608263,0.438705,2.18338,0.471219,0.62754,2.26362,4.71219,19.1574,11.7294
1.02295,0.600268,0.449489,2.21485,0.47122,0.627981,2.26387,4.7122,19.1479,11.5701
1.05592,0.590873,0.461856,2.24622,0.471221,0.628685,2.26425,4.71221,19.2486,11.5806
1.09345,0.579814,0.47566,2.24621,0.471225,0.628472,2.26415,4.71225,19.4434,12.0189
1.12182,0.571206,0.485888,2.27766,0.471221,0.627995,2.26388,4.71221,19.4926,12.0018
1.15569,0.560778,0.497967,2.30909,0.471215,0.627609,2.26365,4.71215,19.5873,11.986
1.19281,0.549007,0.510904,2.3091,0.471218,0.628796,2.2643,4.71218,19.7984,12.4123
1.22154,0.539664,0.520698,2.34047,0.471218,0.628334,2.26405,4.71218,19.8734,12.4945
1.25546,0.528482,0.532121,2.37192,0.471218,0.627533,2.26362,4.71218,19.9295,12.5004
1.28848,0.517308,0.542948,2.37192,0.471216,0.62822,2.26398,4.71216,19.9737,12.6451
