num= 252
0.00000, 00.000000, 00.000000, 12.000000
0.05000, 00.049979, 00.024997, 12.000000
0.10000, 00.099833, 00.049979, 12.000000
0.15000, 00.149438, 00.074930, 12.000000
0.20000, 00.198669, 00.099833, 12.000000
0.25000, 00.247404, 00.124675, 12.000000
0.30000, 00.295520, 00.149438, 12.000000
0.35000, 00.342898, 00.174108, 12.000000
0.40000, 00.389418, 00.198669, 12.000000
0.45000, 00.434966, 00.223106, 12.000000
0.50000, 00.479426, 00.247404, 12.000000
0.55000, 00.522687, 00.271547, 12.000000
0.60000, 00.564642, 00.295520, 12.000000
0.65000, 00.605186, 00.319309, 12.000000
0.70000, 00.644218, 00.342898, 12.000000
0.75000, 00.681639, 00.366273, 12.000000
0.80000, 00.717356, 00.389418, 12.000000
0.85000, 00.751280, 00.412321, 12.000000
0.90000, 00.783327, 00.434966, 12.000000
0.95000, 00.813416, 00.457338, 12.000000
1.00000, 00.841471, 00.479426, 12.000000
1.05000, 00.867423, 00.501213, 12.000000
1.10000, 00.891207, 00.522687, 12.000000
1.15000, 00.912764, 00.543835, 12.000000
1.20000, 00.932039, 00.564642, 12.000000
1.25000, 00.948985, 00.585097, 12.000000
1.30000, 00.963558, 00.605186, 12.000000
1.35000, 00.975723, 00.624897, 12.000000
1.40000, 00.985450, 00.644218, 12.000000
1.45000, 00.992713, 00.663135, 12.000000
1.50000, 00.997495, 00.681639, 12.000000
1.55000, 00.999784, 00.699716, 12.000000
1.60000, 00.999574, 00.717356, 12.000000
1.65000, 00.996865, 00.734548, 12.000000
1.70000, 00.991665, 00.751280, 12.000000
1.75000, 00.983986, 00.767544, 12.000000
1.80000, 00.973848, 00.783327, 12.000000
1.85000, 00.961275, 00.798621, 12.000000
1.90000, 00.946300, 00.813416, 12.000000
1.95000, 00.928960, 00.827702, 12.000000
2.00000, 00.909297, 00.841471, 12.000000
2.05000, 00.887362, 00.854714, 12.000000
2.10000, 00.863209, 00.867423, 12.000000
2.15000, 00.836899, 00.879590, 12.000000
2.20000, 00.808496, 00.891207, 12.000000
2.25000, 00.778073, 00.902268, 12.000000
2.30000, 00.745705, 00.912764, 12.000000
2.35000, 00.711473, 00.922690, 12.000000
2.40000, 00.675463, 00.932039, 12.000000
2.45000, 00.637765, 00.940806, 12.000000
2.50000, 00.598472, 00.948985, 12.000000
2.55000, 00.557684, 00.956570, 12.000000
2.60000, 00.515501, 00.963558, 12.000000
2.65000, 00.472031, 00.969944, 12.000000
2.70000, 00.427380, 00.975723, 12.000000
2.75000, 00.381661, 00.980893, 12.000000
2.80000, 00.334988, 00.985450, 12.000000
2.85000, 00.287478, 00.989391, 12.000000
2.90000, 00.239249, 00.992713, 12.000000
2.95000, 00.190423, 00.995415, 12.000000
3.00000, 00.141120, 00.997495, 12.000000
3.05000, 00.091465, 00.998952, 12.000000
3.10000, 00.041581, 00.999784, 12.000000
3.15000, -0.008407, 00.999991, 12.000000
3.20000, -0.058374, 00.999574, 12.000000
3.25000, -0.108195, 00.998531, 12.000000
3.30000, -0.157746, 00.996865, 12.000000
3.35000, -0.206902, 00.994576, 12.000000
3.40000, -0.255541, 00.991665, 12.000000
3.45000, -0.303542, 00.988134, 12.000000
3.50000, -0.350783, 00.983986, 12.000000
3.55000, -0.397148, 00.979223, 12.000000
3.60000, -0.442520, 00.973848, 12.000000
3.65000, -0.486787, 00.967864, 12.000000
3.70000, -0.529836, 00.961275, 12.000000
3.75000, -0.571561, 00.954086, 12.000000
3.80000, -0.611858, 00.946300, 12.000000
3.85000, -0.650625, 00.937923, 12.000000
3.90000, -0.687766, 00.928960, 12.000000
3.95000, -0.723188, 00.919416, 12.000000
4.00000, -0.756802, 00.909297, 12.000000
4.05000, -0.788525, 00.898611, 12.000000
4.10000, -0.818277, 00.887362, 12.000000
4.15000, -0.845984, 00.875559, 12.000000
4.20000, -0.871576, 00.863209, 12.000000
4.25000, -0.894989, 00.850320, 12.000000
4.30000, -0.916166, 00.836899, 12.000000
4.35000, -0.935053, 00.822955, 12.000000
4.40000, -0.951602, 00.808496, 12.000000
4.45000, -0.965773, 00.793533, 12.000000
4.50000, -0.977530, 00.778073, 12.000000
4.55000, -0.986844, 00.762127, 12.000000
4.60000, -0.993691, 00.745705, 12.000000
4.65000, -0.998054, 00.728817, 12.000000
4.70000, -0.999923, 00.711473, 12.000000
4.75000, -0.999293, 00.693685, 12.000000
4.80000, -0.996165, 00.675463, 12.000000
4.85000, -0.990547, 00.656819, 12.000000
4.90000, -0.982453, 00.637765, 12.000000
4.95000, -0.971903, 00.618312, 12.000000
5.00000, -0.958924, 00.598472, 12.000000
5.05000, -0.943549, 00.578259, 12.000000
5.10000, -0.925815, 00.557684, 12.000000
5.15000, -0.905767, 00.536760, 12.000000
5.20000, -0.883455, 00.515501, 12.000000
5.25000, -0.858934, 00.493920, 12.000000
5.30000, -0.832267, 00.472031, 12.000000
5.35000, -0.803520, 00.449846, 12.000000
5.40000, -0.772764, 00.427380, 12.000000
5.45000, -0.740077, 00.404647, 12.000000
5.50000, -0.705540, 00.381661, 12.000000
5.55000, -0.669240, 00.358437, 12.000000
5.60000, -0.631267, 00.334988, 12.000000
5.65000, -0.591716, 00.311330, 12.000000
5.70000, -0.550686, 00.287478, 12.000000
5.75000, -0.508279, 00.263446, 12.000000
5.80000, -0.464602, 00.239249, 12.000000
5.85000, -0.419764, 00.214903, 12.000000
5.90000, -0.373877, 00.190423, 12.000000
5.95000, -0.327055, 00.165823, 12.000000
6.00000, -0.279415, 00.141120, 12.000000
6.05000, -0.231078, 00.116329, 12.000000
6.10000, -0.182163, 00.091465, 12.000000
6.15000, -0.132792, 00.066543, 12.000000
6.20000, -0.083089, 00.041581, 12.000000
6.25000, -0.033179, 00.016592, 12.000000
6.30000, 00.016814, -0.008407, 12.000000
6.35000, 00.066765, -0.033401, 12.000000
6.40000, 00.116549, -0.058374, 12.000000
6.45000, 00.166042, -0.083311, 12.000000
6.50000, 00.215120, -0.108195, 12.000000
6.55000, 00.263660, -0.133012, 12.000000
6.60000, 00.311541, -0.157746, 12.000000
6.65000, 00.358644, -0.182381, 12.000000
6.70000, 00.404850, -0.206902, 12.000000
6.75000, 00.450044, -0.231294, 12.000000
6.80000, 00.494113, -0.255541, 12.000000
6.85000, 00.536948, -0.279629, 12.000000
6.90000, 00.578440, -0.303542, 12.000000
6.95000, 00.618486, -0.327265, 12.000000
7.00000, 00.656987, -0.350783, 12.000000
7.05000, 00.693845, -0.374083, 12.000000
7.10000, 00.728969, -0.397148, 12.000000
7.15000, 00.762271, -0.419966, 12.000000
7.20000, 00.793668, -0.442520, 12.000000
7.25000, 00.823081, -0.464799, 12.000000
7.30000, 00.850437, -0.486787, 12.000000
7.35000, 00.875667, -0.508470, 12.000000
7.40000, 00.898708, -0.529836, 12.000000
7.45000, 00.919503, -0.550871, 12.000000
7.50000, 00.938000, -0.571561, 12.000000
7.55000, 00.954152, -0.591895, 12.000000
7.60000, 00.967920, -0.611858, 12.000000
7.65000, 00.979268, -0.631439, 12.000000
7.70000, 00.988168, -0.650625, 12.000000
7.75000, 00.994599, -0.669405, 12.000000
7.80000, 00.998543, -0.687766, 12.000000
7.85000, 00.999992, -0.705698, 12.000000
7.90000, 00.998941, -0.723188, 12.000000
7.95000, 00.995394, -0.740227, 12.000000
8.00000, 00.989358, -0.756802, 12.000000
8.05000, 00.980850, -0.772905, 12.000000
8.10000, 00.969890, -0.788525, 12.000000
8.15000, 00.956506, -0.803652, 12.000000
8.20000, 00.940731, -0.818277, 12.000000
8.25000, 00.922604, -0.832391, 12.000000
8.30000, 00.902172, -0.845984, 12.000000
8.35000, 00.879484, -0.859048, 12.000000
8.40000, 00.854599, -0.871576, 12.000000
8.45000, 00.827577, -0.883559, 12.000000
8.50000, 00.798487, -0.894989, 12.000000
8.55000, 00.767401, -0.905861, 12.000000
8.60000, 00.734397, -0.916166, 12.000000
8.65000, 00.699557, -0.925899, 12.000000
8.70000, 00.662969, -0.935053, 12.000000
8.75000, 00.624724, -0.943622, 12.000000
8.80000, 00.584917, -0.951602, 12.000000
8.85000, 00.543648, -0.958987, 12.000000
8.90000, 00.501021, -0.965773, 12.000000
8.95000, 00.457141, -0.971955, 12.000000
9.00000, 00.412118, -0.977530, 12.000000
9.05000, 00.366066, -0.982494, 12.000000
9.10000, 00.319098, -0.986844, 12.000000
9.15000, 00.271333, -0.990577, 12.000000
9.20000, 00.222890, -0.993691, 12.000000
9.25000, 00.173889, -0.996184, 12.000000
9.30000, 00.124454, -0.998054, 12.000000
9.35000, 00.074708, -0.999301, 12.000000
9.40000, 00.024775, -0.999923, 12.000000
9.45000, -0.025219, -0.999920, 12.000000
9.50000, -0.075151, -0.999293, 12.000000
9.55000, -0.124895, -0.998041, 12.000000
9.60000, -0.174327, -0.996165, 12.000000
9.65000, -0.223323, -0.993666, 12.000000
9.70000, -0.271761, -0.990547, 12.000000
9.75000, -0.319519, -0.986808, 12.000000
9.80000, -0.366479, -0.982453, 12.000000
9.85000, -0.412523, -0.977483, 12.000000
9.90000, -0.457536, -0.971903, 12.000000
9.95000, -0.501405, -0.965715, 12.000000
10.00000, -0.544021, -0.958924, 12.000000
10.05000, -0.585277, -0.951534, 12.000000
10.10000, -0.625071, -0.943549, 12.000000
10.15000, -0.663302, -0.934974, 12.000000
10.20000, -0.699875, -0.925815, 12.000000
10.25000, -0.734698, -0.916077, 12.000000
10.30000, -0.767686, -0.905767, 12.000000
10.35000, -0.798754, -0.894890, 12.000000
10.40000, -0.827826, -0.883455, 12.000000
10.45000, -0.854829, -0.871467, 12.000000
10.50000, -0.879696, -0.858934, 12.000000
10.55000, -0.902363, -0.845865, 12.000000
10.60000, -0.922775, -0.832267, 12.000000
10.65000, -0.940881, -0.818149, 12.000000
10.70000, -0.956635, -0.803520, 12.000000
10.75000, -0.969998, -0.788389, 12.000000
10.80000, -0.980936, -0.772764, 12.000000
10.85000, -0.989423, -0.756657, 12.000000
10.90000, -0.995436, -0.740077, 12.000000
10.95000, -0.998962, -0.723035, 12.000000
11.00000, -0.999990, -0.705540, 12.000000
11.05000, -0.998519, -0.687605, 12.000000
11.10000, -0.994553, -0.669240, 12.000000
11.15000, -0.988100, -0.650457, 12.000000
11.20000, -0.979178, -0.631267, 12.000000
11.25000, -0.967808, -0.611682, 12.000000
11.30000, -0.954019, -0.591716, 12.000000
11.35000, -0.937846, -0.571379, 12.000000
11.40000, -0.919329, -0.550686, 12.000000
11.45000, -0.898513, -0.529648, 12.000000
11.50000, -0.875452, -0.508279, 12.000000
11.55000, -0.850203, -0.486593, 12.000000
11.60000, -0.822829, -0.464602, 12.000000
11.65000, -0.793398, -0.442321, 12.000000
11.70000, -0.761984, -0.419764, 12.000000
11.75000, -0.728665, -0.396944, 12.000000
11.80000, -0.693525, -0.373877, 12.000000
11.85000, -0.656652, -0.350575, 12.000000
11.90000, -0.618137, -0.327055, 12.000000
11.95000, -0.578077, -0.303330, 12.000000
12.00000, -0.536573, -0.279415, 12.000000
12.05000, -0.493727, -0.255326, 12.000000
12.10000, -0.449647, -0.231078, 12.000000
12.15000, -0.404444, -0.206685, 12.000000
12.20000, -0.358229, -0.182163, 12.000000
12.25000, -0.311119, -0.157526, 12.000000
12.30000, -0.263232, -0.132792, 12.000000
12.35000, -0.214686, -0.107974, 12.000000
12.40000, -0.165604, -0.083089, 12.000000
12.45000, -0.116108, -0.058152, 12.000000
12.50000, -0.066322, -0.033179, 12.000000
